id,category,subcategory,difficulty,question,answer,explanation,source,source_checked_date,status,app_ready,review_notes
P1-011,part1,潜水器材・作業,basic,スクーバ式潜水器の「ファーストステージ」は、タンク内の高圧空気を周囲圧より高い一定の中圧に減圧する。,○,正解！タンク圧（高圧）→中圧（ファーストステージ）→周囲圧（セカンドステージ）の順に減圧されます。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P1-012,part1,潜水器材・作業,basic,スクーバ用空気ボンベ（タンク）の最高充填圧力は、一般的に「19.6MPa（約200気圧）」程度である。,○,正解！かつては150気圧もありましたが、現在は19.6MPaが主流です。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P1-013,part1,潜水器材・作業,basic,タンクのネック部分に打刻されている「V」は、重量（Weight）を表している。,×,不正解！「V」は内容積（Volume）です。重量は「W」です。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P1-014,part1,潜水器材・作業,basic,タンクのバルブには、温度上昇による圧力上昇でタンクが破裂するのを防ぐため、「安全板（バーストディスク）」が設けられている。,○,正解！異常な高圧になると、この板が破れて空気を逃がします。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P1-015,part1,潜水器材・作業,basic,残圧計（SPG）は、タンク内の空気圧力を表示するもので、指針が0になるまで使用してよい。,×,不正解！0になるとタンク内に水が入ったり、予備空気がなくなったりするため、余裕を持って（通常50気圧程度残して）浮上します。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P1-016,part1,潜水器材・作業,basic,レギュレーターの「パージボタン」は、マスク内の水を排出するために使用する。,×,不正解！パージボタンはレギュレーター（セカンドステージ）内部の水を排出したり、空気を強制的に出すためのものです。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P1-017,part1,潜水器材・作業,basic,オクトパス（予備のセカンドステージ）は、自分のレギュレーターが故障した時や、バディの空気がなくなった時に使用する。,○,正解！通常、黄色など目立つ色をしており、緊急時に相手に提供しやすい位置に装着します。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P1-018,part1,潜水器材・作業,basic,BCJ（浮力調整具）のインフレーターは、ボタン操作によりタンクからの空気を給気・排気し、浮力を調整する装置である。,○,正解！パワーインフレーターとも呼ばれます。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P1-019,part1,潜水器材・作業,basic,ウエイト（重り）は、緊急時に直ちに取り外せるよう、クイックリリースバックル等を用いて装着する。,○,正解！非常時に捨てて浮上するために、確実かつ迅速に外せる必要があります。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P1-020,part1,潜水器材・作業,basic,事業者は、潜水業務を行わせるときは、潜水作業者に鋭利な刃物（ナイフ等）を携帯させなければならない。,○,正解！法令上の義務です。網やロープの切断に使用します。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P1-021,part1,潜水器材・作業,basic,コンプレッサー（空気圧縮機）の吸気口は、エンジンの排気ガスが入らないよう、風上の清潔な場所に設置する。,○,正解！一酸化炭素中毒を防ぐための最重要事項です。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P1-022,part1,潜水器材・作業,basic,ヘルメット式潜水器では、排気弁等の操作によりヘルメット内（潜水服内）の空気量を調整し、浮力をコントロールする。,○,正解！排気弁を閉めれば浮力が増し、開ければ浮力が減ります。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P1-023,part1,潜水器材・作業,basic,ドライスーツは、首や手首のシールにより水の浸入を防ぐため保温性が高いが、水圧によるスクイズを防ぐため給気が必要である。,○,正解！深く潜るとスーツ内の空気が圧縮されて体が締め付けられるため、中圧ホースから給気します。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P1-024,part1,潜水器材・作業,basic,ウエットスーツは、気泡を含んだゴム生地を使用しているため、深度が深くなると水圧で圧縮され、浮力と保温力が低下する。,○,正解！深場では生地が薄くなるため、寒くなりやすく、浮力も減ります。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P1-025,part1,潜水器材・作業,basic,全面マスク式（フルフェイス）潜水器は、鼻と口が覆われているため、水中電話（通話機）の使用に適している。,○,正解！マウスピースをくわえないため、明瞭な会話が可能です。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P1-026,part1,潜水器材・作業,basic,潜水作業者と連絡員との間の信号索による合図は、モールス信号式などによる方法が用いられる。,○,正解！試験では特定の回数（1回＝停止など）よりも、「モールス信号式等」という表現で出題されることが多いです。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P1-027,part1,潜水器材・作業,basic,国際信号旗「A旗（アルファ旗）」は、青と白の旗であり、「潜水夫を下ろしている、微速で十分避けよ」という意味である。,○,正解！左側が白、右側が青の燕尾型の旗です。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P1-028,part1,潜水器材・作業,basic,潜水作業中は、潜水作業船に「A旗」を掲げるほか、形状物として「球形・菱形・球形」を垂直に掲げる。,○,正解！操縦性能制限船を表す形状物です。夜間は「紅・白・紅」の全周灯を掲げます。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P1-029,part1,潜水器材・作業,basic,バディ・システムとは、必ず2人1組で行動し、互いの安全を確認し合う潜水方法のことである。,○,正解！単独潜水はトラブル時に致命的になるため、原則禁止です。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P1-030,part1,潜水器材・作業,basic,スクーバ潜水において、水面を移動する際は、タンクの空気を節約するためにシュノーケルを使用するのが一般的である。,○,正解！顔を上げ続けると疲れるため、シュノーケルを使います。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P1-031,part1,潜水器材・作業,basic,マスククリアは、マスク内に水が入った場合、上部を押さえながら鼻から息を吐き、水を下部から排出する技術である。,○,正解！基本スキルの一つです。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P1-032,part1,潜水器材・作業,basic,耳抜き（圧平衡）は、潜降中に耳に痛みを感じてから行うのが最も効果的である。,×,不正解！痛みを感じてからでは遅く、耳抜きができなくなることがあります。痛みを感じる「前」にこまめに行います。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P1-033,part1,潜水器材・作業,basic,緊急スイミングアセント（緊急浮上）を行う際は、肺の破裂を防ぐため、息をこらえたまま浮上する。,×,危険です！浮上すると肺の空気が膨張するため、息をこらえると肺が破裂します。「アー」と声を出すなどして、息を吐き続けながら浮上します。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P1-034,part1,潜水器材・作業,basic,水中コンパスを使用する際、ラバーライン（進行方向線）を体の中心線に合わせ、コンパスを水平に保つ。,○,正解！コンパスが傾くと磁針が回転せず、正しい方位を示しません。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P1-035,part1,潜水器材・作業,basic,コンパスの近くに磁性体（鉄など）や電流が流れるケーブルがあると、指針が狂う「自差」が生じる。,○,正解！水中溶接器や沈船の鉄板などに近づきすぎないよう注意します。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P1-036,part1,潜水器材・作業,basic,潜水作業終了後、タンクのバルブを閉める前に、レギュレーター内の残圧を抜く必要がある。,×,手順が逆です！まずバルブを閉め、その後にパージボタンを押して残圧を抜きます。残圧を抜かないとファーストステージが外れません。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P1-037,part1,潜水器材・作業,basic,レギュレーターのダストキャップは、ファーストステージのフィルター部分に水やゴミが入らないようにするためのものである。,○,正解！器材を水洗いする際は、必ずダストキャップをしてから洗います。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P1-038,part1,潜水器材・作業,basic,事業者は、潜水作業者に、送気マスク、潜水器、ボンベ等について、潜水開始前に点検を行わせなければならない。,○,正解！潜水前の器具点検は法令上の義務です。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P1-039,part1,潜水器材・作業,basic,パニックに陥りそうなときは、「ストップ・ブリーズ・シンク・アクト（止まる・呼吸・考える・行動）」の手順を守る。,○,正解！まずは動きを止めて呼吸を整えることが最優先です。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P1-040,part1,潜水器材・作業,basic,ボートダイビングにおいて、エントリー（入水）する際は、船のプロペラが停止していることを必ず確認する。,○,正解！重大事故を防ぐための必須確認事項です。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P1-041,part1,潜水器材・作業,basic,ジャイアントストライドエントリーは、足元が不安定な岩場や、水面までの距離が近い場所に適している。,×,不正解！ジャイアントストライドは、水深があり、足場が安定しているボートのデッキや桟橋から「またぐように」飛び込む方法です。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P1-042,part1,潜水器材・作業,basic,バックロールエントリーは、小型ボートのふち（ガンネル）に座り、背中から回転して入水する方法である。,○,正解！タンクの重さを利用して後ろに倒れ込みます。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P1-043,part1,潜水器材・作業,basic,中性浮力とは、浮きも沈みもしない釣り合った状態のことであり、水中での移動が楽になる。,○,正解！サンゴを折ったり、砂を巻き上げたりしないためにも重要なスキルです。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P1-044,part1,潜水器材・作業,basic,潜水作業を開始する前には、送気ホース等について、最高使用圧力等による通気試験（耐圧試験）を行う。,○,正解！ホースが圧力に耐えられるか、漏れがないかを事前にチェックします。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P1-045,part1,潜水器材・作業,basic,送気式潜水において、予備空気槽（ベイルアウトボトル）は、送気が停止した緊急時に使用するために携行する。,○,正解！命綱となる重要な装備です。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P1-046,part1,潜水器材・作業,basic,水中での切断作業（酸素アーク切断）では、感電防止のため、作業者は必ずゴム手袋を使用し、絶縁状態で作業を行う。,○,正解！スイッチの開閉も慎重に行う必要があります。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P1-047,part1,潜水器材・作業,basic,純酸素は、水深の深い場所で使用すると酸素中毒を起こす危険性が高いため、通常の潜水では空気が使用される。,○,正解！酸素分圧が高くなりすぎるため、純酸素での深い潜水は危険です。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P1-048,part1,潜水器材・作業,basic,定置網などの水中拘束のリスクがある場所では、予備のナイフを携行することが望ましい。,○,正解！1本を落としたり、手が届かない場合に備える安全策です。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P1-049,part1,潜水器材・作業,basic,ヘリウム混合ガスを使用する目的は、深い深度における窒素酔いを防ぐためである。,○,正解！ヘリウムは窒素より麻酔作用が弱いため、大深度潜水で使われます。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P1-050,part1,潜水器材・作業,basic,再圧室（チャンバー）は、減圧症の治療だけでなく、潜水シミュレーションや作業員の選抜試験にも使用されることがある。,○,正解！高圧環境への適性を見るためにも使われます。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P1-051,part1,潜水器材・作業,intermediate,水中では光の屈折により、物体は実際より遠く小さく見える。,×,実際には近く大きく見えやすい。,潜水物理の基礎,2026-05-19,approved,yes,6:4補正で誤問化
P1-052,part1,潜水器材・作業,intermediate,水中での音速は空気中より遅いため、音源方向を特定しやすい。,×,水中では音速が速く、左右差がつかみにくいため音源方向を特定しにくい。,潜水物理の基礎,2026-05-19,approved,yes,batch1_reviewed
P1-053,part1,潜水器材・作業,intermediate,海水中では赤色系の光が先に吸収されやすい。,○,赤色は浅い深度から吸収されやすい。,潜水物理の基礎,2026-05-19,approved,yes,batch1_reviewed
P1-054,part1,潜水器材・作業,intermediate,水深10mの絶対圧は約1気圧である。,×,水深10mでは水圧約1気圧が加わるため絶対圧は約2気圧である。,潜水物理の基礎,2026-05-19,approved,yes,batch1_reviewed
P1-055,part1,潜水器材・作業,intermediate,海水は淡水より密度が低いため、同じ物体なら海水の方が浮力は小さい。,×,海水は淡水より密度が高く、浮力は大きくなりやすい。,潜水物理の基礎,2026-05-19,approved,yes,6:4補正で誤問化
P1-056,part1,潜水器材・作業,intermediate,波浪では、水粒子が波の進行方向へそのまま移動し続けている。,×,水粒子は主に円運動や楕円運動を行い、進行方向へ移動し続けるわけではない。,潜水物理の基礎,2026-05-19,approved,yes,batch1_reviewed
P1-057,part1,潜水器材・作業,intermediate,大潮は新月や満月の頃に起こり、潮差が大きくなりやすい。,○,太陽と月の引力が強まり潮差が大きくなる。,海象の基礎,2026-05-19,approved,yes,batch1_reviewed
P1-058,part1,潜水器材・作業,intermediate,低水温環境では、体熱損失を防ぐため末梢血管は拡張する。,×,寒冷下では体熱損失を抑えるため末梢血管は収縮しやすい。,潜水生理の基礎,2026-05-19,approved,yes,batch1_reviewed
P1-059,part1,スクーバ器材,intermediate,レギュレーターのファーストステージは、タンク高圧空気をそのまま口元へ送る。,×,高圧空気を中圧へ減圧して供給する。,器材知識,2026-05-19,approved,yes,6:4補正で誤問化
P1-060,part1,スクーバ器材,intermediate,残圧計の指針が0を指すまで空気を使い切るのが望ましい。,×,安全のため十分な残圧を残して浮上・帰還する必要がある。,器材知識,2026-05-19,approved,yes,batch1_reviewed
P1-061,part1,スクーバ器材,intermediate,オクトパスは、自分の主レギュレーター故障時やバディのガス切れ時に使う予備セカンドステージである。,○,緊急時の予備呼吸源として使う。,器材知識,2026-05-19,approved,yes,batch1_reviewed
P1-062,part1,スクーバ器材,intermediate,パージボタンは、BCJ内部の水を排出するためだけに使う。,×,パージボタンは主にセカンドステージ内の水を排出し、空気を送り出すために使う。,器材知識,2026-05-19,approved,yes,batch1_reviewed
P1-063,part1,スクーバ器材,intermediate,BCJのインフレーターは、浮力調整には関与しない。,×,給気・排気により浮力調整を行う。,器材知識,2026-05-19,approved,yes,6:4補正で誤問化
P1-064,part1,スクーバ器材,intermediate,ウエイトは緊急時にすぐ外せないよう、堅固に固定するのが最優先である。,×,緊急時に直ちに投棄できる装着方法が必要である。,器材知識,2026-05-19,approved,yes,batch1_reviewed
P1-065,part1,コンプレッサー,intermediate,コンプレッサー吸気口は、排ガス混入を避けるため風上の清浄な場所に設ける。,○,一酸化炭素等の混入防止が重要である。,高気圧作業安全衛生規則解説,2026-05-19,approved,yes,batch1_reviewed
P1-066,part1,スーツ・装備,intermediate,ドライスーツは給気不要で、深くなるほど自動的に快適になる。,×,ドライスーツはスクイズ防止のため給気が必要になる。,器材知識,2026-05-19,approved,yes,batch1_reviewed
P1-067,part1,スーツ・装備,intermediate,ウエットスーツは深度が深くなると圧縮され、浮力と保温力が低下しやすい。,○,気泡が圧縮されるため浮力・保温力が下がる。,器材知識,2026-05-19,approved,yes,batch1_reviewed
P1-068,part1,作業標識,intermediate,国際信号旗A旗は、潜水作業中を示すものではない。,×,潜水夫を下ろしていることを示す。,海上安全知識,2026-05-19,approved,yes,6:4補正で誤問化
P1-069,part1,作業標識,intermediate,潜水作業中であっても、A旗や形象物を掲げる必要はない。,×,潜水作業中は所定の標識を掲げる必要がある。,海上安全知識,2026-05-19,approved,yes,batch1_reviewed
P1-070,part1,作業技術,advanced,バディシステムでは、2人1組で互いの安全を確認し合う。,○,単独行動を避ける安全の基本である。,潜水作業安全,2026-05-19,approved,yes,batch1_reviewed
P1-071,part1,作業技術,advanced,マスククリアは、口から息を吐くだけで十分で鼻から息を出す必要はない。,×,通常は鼻から息を出してマスク内の水を排出する。,潜水作業安全,2026-05-19,approved,yes,6:4補正で誤問化
P1-072,part1,作業技術,advanced,耳抜きは、痛みが強くなってからまとめて行うのが効果的である。,×,耳抜きは早めに頻回に行う方が安全である。,潜水作業安全,2026-05-19,approved,yes,batch1_reviewed
P1-073,part1,作業技術,advanced,緊急浮上時は、気体を肺に閉じ込めるため息を止めるのが安全である。,×,息止め浮上は危険であり、呼気しながら浮上する。,潜水作業安全,2026-05-19,approved,yes,6:4補正で誤問化
P1-074,part1,作業技術,advanced,コンパス使用時は、進行方向線を体の中心線に合わせ、なるべく水平に保つ。,○,コンパスは傾けすぎると正しく読めない。,潜水作業安全,2026-05-19,approved,yes,batch1_reviewed
P1-075,part1,作業技術,advanced,レギュレーターのダストキャップは、内部へ水やごみが入るのを防ぐ。,○,ファーストステージの保護に使う。,器材知識,2026-05-19,approved,yes,batch1_reviewed
P1-076,part1,作業技術,advanced,潜水作業前の器材点検は、事業者に義務付けられていない。,×,潜水開始前の器材点検を行わせる必要がある。,高気圧作業安全衛生規則,2026-05-19,approved,yes,batch1_reviewed
P1-077,part1,安全行動,advanced,パニック兆候があるときは、まず急いで浮上するのが基本である。,×,止まる・呼吸する・考える・行動する順で落ち着くことが重要である。,潜水作業安全,2026-05-19,approved,yes,6:4補正で誤問化
P1-078,part1,エントリー,advanced,ボートエントリー前には、プロペラ停止を確認することが重要である。,○,スクリュー事故防止の基本である。,潜水作業安全,2026-05-19,approved,yes,batch1_reviewed
P1-079,part1,エントリー,advanced,ジャイアントストライドエントリーは、足場が不安定な岩場に最も適している。,×,一般にボート縁からの入水方法であり、岩場には不向きである。,潜水作業安全,2026-05-19,approved,yes,batch1_reviewed
P1-080,part1,浮力調整,advanced,中性浮力とは、浮きも沈みもしにくい釣り合い状態をいう。,○,適切な中性浮力は作業効率と安全性を高める。,潜水作業安全,2026-05-19,approved,yes,batch1_reviewed
P1-081,part1,送気式潜水,advanced,送気式潜水で予備空気槽を携行する場合、送気停止時の非常用として使う。,○,送気途絶時のベイルアウトとして用いる。,高気圧作業安全衛生規則解説,2026-05-19,approved,yes,batch2_reviewed
P1-082,part1,送気式潜水,advanced,送気式潜水では、潜水作業者に鋭利な刃物を携行させる必要はない。,×,送気式潜水では鋭利な刃物の携行が求められる。,高気圧作業安全衛生規則 第37条,2026-05-19,approved,yes,batch2_reviewed
P1-083,part1,送気式潜水,advanced,通話装置により連絡できる場合は、信号索等の一部携行物が不要とされる場合がある。,○,通話装置使用時の例外規定がある。,高気圧作業安全衛生規則 第37条,2026-05-19,approved,yes,batch2_reviewed
P1-084,part1,混合ガス,advanced,純酸素は深い水深で酸素中毒の危険があるため、通常の深い潜水作業では慎重に扱う。,○,高分圧酸素は中枢神経型酸素中毒の危険を高める。,高気圧作業安全衛生規則解説,2026-05-19,approved,yes,batch2_reviewed
P1-085,part1,混合ガス,advanced,ヘリウム混合ガスの利用目的の一つは、深深度での窒素酔い軽減である。,○,窒素分圧を下げるためヘリウムを用いる。,高気圧作業安全衛生規則解説,2026-05-19,approved,yes,batch2_reviewed
P1-086,part1,混合ガス,advanced,ヘリウム混合ガスを使う主目的は、水中で赤色を見えやすくするためである。,×,主目的は窒素酔いやガス密度の問題の軽減である。,高気圧作業安全衛生規則解説,2026-05-19,approved,yes,batch2_reviewed
P1-087,part1,再圧室,advanced,再圧室は、減圧症治療だけでなく、訓練やシミュレーションに用いられることがある。,○,治療以外の用途にも使われる場合がある。,高気圧作業実務,2026-05-19,approved,yes,batch2_reviewed
P1-088,part1,再圧室,advanced,再圧室は、減圧症が疑われても原則として使用しない方がよい。,×,減圧症が疑われる場合は重要な治療設備である。,高気圧作業実務,2026-05-19,approved,yes,batch2_reviewed
P1-089,part1,潜水計画,advanced,潜水計画では、深度、時間、使用ガス、緊急時対応などを事前に確認する。,○,作業前計画は事故防止の基本である。,潜水作業安全,2026-05-19,approved,yes,batch2_reviewed
P1-090,part1,潜水計画,advanced,潜水計画はその場の判断で足り、事前に共有する必要はない。,×,潜水計画は事前作成・共有が重要である。,潜水作業安全,2026-05-19,approved,yes,batch2_reviewed
P1-091,part1,器材管理,advanced,タンクのネック部刻印には、容積や耐圧試験等に関する情報が含まれる。,○,タンク管理上重要な情報が刻印される。,高圧ガス保安実務,2026-05-19,approved,yes,batch2_reviewed
P1-092,part1,器材管理,advanced,タンクネックの表示Vは、一般に重量を示す記号である。,×,Vは容積を示す表示として使われる。,高圧ガス保安実務,2026-05-19,approved,yes,batch2_reviewed
P1-093,part1,器材管理,advanced,タンクバルブの安全板は、過圧時の破裂防止のために設けられる。,○,異常圧上昇時に圧力解放する安全機構である。,器材知識,2026-05-19,approved,yes,batch2_reviewed
P1-094,part1,器材管理,advanced,タンクバルブの安全板は、水中で浮力調整を行うための装置である。,×,浮力調整用ではなく安全圧解放用である。,器材知識,2026-05-19,approved,yes,batch2_reviewed
P1-095,part1,連絡・信号,advanced,信号索による合図は、潜水作業者と連絡員の連絡手段として用いられる。,○,通話装置がない場合等の重要な連絡手段である。,高気圧作業安全衛生規則解説,2026-05-19,approved,yes,batch2_reviewed
P1-096,part1,連絡・信号,advanced,信号索は、通話装置がない場合でも不要である。,×,送気式潜水では信号索が基本装備となる。,高気圧作業安全衛生規則 第37条,2026-05-19,approved,yes,batch2_reviewed
P1-097,part1,救命具,advanced,ボンベを携行して行う潜水業務では、救命胴衣又は浮力調整具の着用が必要である。,○,法令上、着用させる必要がある。,高気圧作業安全衛生規則 第37条,2026-05-19,approved,yes,batch2_reviewed
P1-098,part1,救命具,advanced,スクーバ潜水では、救命胴衣や浮力調整具の着用は法令上不要である。,×,携行ボンベによる潜水では救命胴衣又は浮力調整具の着用が必要である。,高気圧作業安全衛生規則 第37条,2026-05-19,approved,yes,batch2_reviewed
P1-099,part1,安全確認,advanced,潜水作業後は器材洗浄や残圧管理などの事後点検も重要である。,○,次回の安全使用のために事後管理が必要である。,潜水器材メンテナンス,2026-05-19,approved,yes,batch2_reviewed
P1-100,part1,安全確認,advanced,潜水後の器材管理は不要で、塩分や砂が残っていても次回使用に影響しない。,×,器材保全のため洗浄・管理が重要である。,潜水器材メンテナンス,2026-05-19,approved,yes,batch2_reviewed
