id,category,subcategory,difficulty,question,answer,explanation,source,source_checked_date,status,app_ready,review_notes
P2-021,part2,送気・減圧管理,basic,潜水作業者に供給する空気中の酸素濃度は、通常の空気より高い方が良いため、25%以上に調整することが望ましい。,×,危険です！酸素濃度が高すぎると「酸素中毒」のリスクが高まるため、通常の空気（約21%）を使用するか、深度に応じて適切に管理された混合ガスを使用します。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P2-022,part2,送気・減圧管理,basic,高気圧作業安全衛生規則において、潜水作業者に供給する空気中の一酸化炭素（CO）の分圧は、「10Pa」以下でなければならない。,○,正解！法令では「分圧10Pa（パスカル）以下」と規定されています。非常に厳しい基準です。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P2-023,part2,送気・減圧管理,basic,アルコールを摂取すると、脱水作用により血液が濃縮されるため、減圧症のリスクが高まる。,○,正解！潜水前後の飲酒は厳禁です。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P2-024,part2,送気・減圧管理,basic,水中で呼吸をこらえる（スキップ呼吸）と、二酸化炭素が蓄積し、頭痛や意識喪失の原因となる。,○,正解！空気の節約のために呼吸を我慢するのは危険です。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P2-025,part2,送気・減圧管理,basic,浮上中に水深が浅くなると、ウエットスーツの気泡が膨張し、浮力が増加するため、浮上速度が速くなりすぎないよう注意が必要である。,○,正解！水面付近が最も浮力の変化が激しく、急浮上（吹き上げ）の危険があります。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P2-026,part2,送気・減圧管理,basic,減圧停止（デコ・ストップ）は、通常、水面まで浮上する直前の「水深1メートル」で行う。,×,不正解！減圧停止は通常「3m、6m、9m」といった3m間隔の深度で行います。波の影響を受けにくい深度で行うのが一般的です。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P2-027,part2,送気・減圧管理,basic,安全停止（セーフティストップ）は、無減圧潜水の範囲内であっても、安全のために水深3〜6mで3〜5分間停止することである。,○,正解！強制ではありませんが、減圧症予防として強く推奨される手順です。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P2-028,part2,送気・減圧管理,basic,スクーバ潜水において、タンクの空気が尽きた場合、緊急スイミングアセント（緊急浮上）を行うときは、決して息を止めてはならない。,○,正解！息を止めると肺破裂を起こします。「アー」と声を出しながら息を吐き続けて浮上します。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P2-029,part2,送気・減圧管理,basic,送気式潜水において、予備空気槽（ベイルアウトボトル）の容量は、最大深度から水面まで安全に浮上できる量があればよい。,○,正解！緊急時の脱出用なので、浮上に必要な最低限の量が確保されている必要があります。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P2-030,part2,送気・減圧管理,basic,寒冷地や重労働の潜水では、窒素の吸収量が増える可能性があるため、実際の深度よりも深い深度の減圧表を使って安全率をとる。,○,正解！「実深度＋4m」や「1ランク深い深度」で計算するなどの補正を行います。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P2-031,part2,送気・減圧管理,basic,窒素は、脂肪組織には溶けにくく、水（血液）によく溶ける性質がある。,×,逆です！窒素は「脂溶性」が高く、脂肪組織によく溶け込みます。そのため肥満の人は減圧症リスクが高いとされます。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P2-032,part2,送気・減圧管理,basic,水深40m（5気圧）における酸素の分圧は、空気を使用した場合、約1.05気圧（約0.1MPa）である。,○,正解！空気中の酸素は約21%（0.21）なので、5気圧 × 0.21 ＝ 1.05気圧となります。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P2-033,part2,送気・減圧管理,basic,酸素分圧が1.4〜1.6気圧を超えると、酸素中毒（中枢神経型）のリスクが急激に高まる。,○,正解！通常の空気潜水でも、水深60mを超えると酸素分圧が1.4気圧を超え始め、危険領域に入ります。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P2-034,part2,送気・減圧管理,basic,減圧症予防のためには、浮上速度を遅くするよりも、水底での滞在時間を長くする方が効果的である。,×,不正解！水底時間が長いほど窒素がたまるので逆効果です。減圧症予防には「水底時間を短く」「浮上速度をゆっくり」が鉄則です。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P2-035,part2,送気・減圧管理,basic,高所潜水（海抜300m以上の湖など）では、大気圧が1気圧より低いため、海面と同じ減圧表をそのまま使用すると危険である。,○,正解！高所専用の減圧表を使うか、換算を行って厳しく管理する必要があります。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P2-036,part2,送気・減圧管理,basic,無限圧潜水時間（NDL）を超えてしまった場合は、浮上中に所定の減圧停止を行わなければならない。,○,正解！これを「減圧潜水」といいます。NDLを超えない範囲で潜るのが「無減圧潜水」です。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P2-037,part2,送気・減圧管理,basic,コンプレッサーのオイルには、引火点の低い（燃えやすい）鉱物油を使用するのが適している。,×,危険です！高温高圧下で発火する危険があるため、引火点の高い専用オイルを使用します。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P2-038,part2,送気・減圧管理,basic,活性炭フィルターは、コンプレッサーで圧縮された空気から、水分と油分、および一酸化炭素を除去するために用いられる。,×,不正解！活性炭は「油分の蒸気や臭い」を取りますが、「一酸化炭素（CO）」は除去できません。CO除去には触媒が必要です。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P2-039,part2,送気・減圧管理,basic,空気清浄装置（フィルター）の交換時期は、使用時間や処理空気量に基づいて管理される。,○,正解！限界を超えて使うと、油分や臭いが空気に混入します。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P2-040,part2,送気・減圧管理,basic,充填直後のタンクは温度が上がっているため、冷却されると圧力が低下する。,○,正解！シャルルの法則による現象です。冷えて圧力が下がることを見越して充填します。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P2-041,part2,送気・減圧管理,basic,スクーバ潜水において、バディブリージング（一つのレギュレーターを二人で交互に使う）は、現在では推奨されていない。,○,正解！技術的に難しくパニックを招きやすいため、現在はオクトパスの使用が標準です。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P2-042,part2,送気・減圧管理,basic,リフティングバッグ（浮き袋）を使って重量物を引き上げる際、浮上するにつれてバッグ内の空気が膨張し、浮上速度が加速する危険がある。,○,正解！制御不能な急浮上（吹き上げ）を防ぐため、排気弁で空気を抜きながら浮上させる必要があります。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P2-043,part2,送気・減圧管理,basic,水深10m（2気圧）では、窒素の「分圧」が水面の2倍になり、生理的な作用も強くなる。,○,正解！ガスの生理的作用は、分圧（＝圧力）に比例して強くなります。窒素酔いも分圧上昇によって引き起こされます。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P2-044,part2,送気・減圧管理,basic,潜水直後の入浴や激しい運動は、気泡化を促進する「ホットシャワー効果」などを招くため避けるべきである。,○,正解！血行が良くなりすぎて急激に窒素が運ばれたり、物理的な衝撃で気泡ができやすくなります。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P2-045,part2,送気・減圧管理,basic,減圧症の兆候が見られた場合、再度海に入って潜る（ふかし）ことは、有効な治療法として推奨されている。,×,絶対にダメです！水中で適切な治療（酸素吸入や深度管理）を行うのは不可能で、悪化させる危険が高いです。必ず再圧室へ搬送します。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P2-046,part2,送気・減圧管理,basic,圧力調整器（レギュレーター）のファーストステージには、タンク残圧が低下した際に空気を遮断する安全装置がついている。,×,不正解！空気を遮断すると死んでしまいます。残圧が下がると呼吸抵抗が大きくなりますが、空気は最後まで出ます。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P2-047,part2,送気・減圧管理,basic,潜降中、スクイズを防ぐためにドライスーツの中に給気すると、浮力が増加してしまう。,○,正解！このため、ドライスーツでの潜降はウエットスーツよりも多くのウエイトを必要としたり、排気操作が難しかったりします。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P2-048,part2,送気・減圧管理,basic,潜水計画を立てる際、最も深く潜るポイントを潜水時間の「最初」の方に持ってくるのが原則である。,○,正解！深いところから浅いところへ移動していく（ディープ・ファースト）ことで、浮上中に徐々に窒素を排出できます。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P2-049,part2,送気・減圧管理,basic,フーカー式潜水（水面供給式）は、ホースで空気を送るため、スクーバ潜水に比べて行動範囲が制限される。,○,正解！ホースの長さや絡まりに注意が必要です。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P2-050,part2,送気・減圧管理,basic,減圧表における「反復グループ記号（アルファベット）」は、潜水終了時に体内に残っている窒素量のレベルを表している。,○,正解！Aから順にZに近づくほど、残留窒素が多いことを示します。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P2-051,part2,潜水物理,intermediate,ボイルの法則では、温度一定のとき気体体積は絶対圧力に比例する。,×,反比例する。,潜水物理の基礎,2026-05-19,approved,yes,6:4補正で誤問化
P2-052,part2,潜水物理,intermediate,ヘンリーの法則では、液体に溶ける気体量はその気体の分圧に無関係である。,×,分圧が高いほど溶け込む気体量は増える。,潜水物理の基礎,2026-05-19,approved,yes,batch1_reviewed
P2-053,part2,潜水物理,intermediate,ドルトンの法則では、混合気体全圧は各成分ガス分圧と無関係である。,×,各成分ガス分圧の和で表される。,潜水物理の基礎,2026-05-19,approved,yes,6:4補正で誤問化
P2-054,part2,空気消費,intermediate,同じ呼吸量なら、水深30mでも水面と同じ空気量しか消費しない。,×,水深30mではおおむね水面の4倍消費する。,潜水物理の基礎,2026-05-19,approved,yes,6:4補正で誤問化
P2-055,part2,空気消費,intermediate,内容積10L・200気圧のタンク利用可能量は、おおむね200Lである。,×,単純計算では約2000Lである。,潜水計算基礎,2026-05-19,approved,yes,batch1_reviewed
P2-056,part2,減圧管理,intermediate,無減圧潜水時間は、一般に深度が深いほど長くなる。,×,深いほど短くなる。,潜水計画基礎,2026-05-19,approved,yes,6:4補正で誤問化
P2-057,part2,減圧管理,intermediate,減圧表に実際の深度がない場合は、より浅い深度の欄を使うのが安全である。,×,通常はより深い側に切り上げて安全率を取る。,潜水計画基礎,2026-05-19,approved,yes,batch1_reviewed
P2-058,part2,減圧管理,intermediate,減圧表に実際の潜水時間がない場合は、より長い時間に切り上げて扱う。,○,安全側で計画する必要がある。,潜水計画基礎,2026-05-19,approved,yes,batch1_reviewed
P2-059,part2,減圧管理,intermediate,安全停止は、無減圧潜水では不要であり行わない方がよい。,×,追加的安全のために行われることがある。,潜水計画基礎,2026-05-19,approved,yes,6:4補正で誤問化
P2-060,part2,減圧管理,intermediate,安全停止は、常に水深1mで行うのが基本である。,×,一般に3〜6mの範囲で行う。,潜水計画基礎,2026-05-19,approved,yes,batch1_reviewed
P2-061,part2,浮上管理,intermediate,浮上速度は速すぎると減圧症や肺気圧外傷の危険を高める。,○,安全な浮上速度管理が重要である。,高気圧作業安全衛生規則解説,2026-05-19,approved,yes,batch1_reviewed
P2-062,part2,浮上管理,intermediate,潜降速度には法令上厳密な毎分値が定められている。,×,浮上速度と異なり、潜降速度の具体数値規制は一般に置かれていない。,高気圧作業安全衛生規則,2026-05-19,approved,yes,batch1_reviewed
P2-063,part2,反復潜水,intermediate,反復潜水では、前回潜水で残った窒素を考慮する必要はない。,×,残留窒素を考慮して計画する必要がある。,潜水計画基礎,2026-05-19,approved,yes,6:4補正で誤問化
P2-064,part2,反復潜水,intermediate,前回潜水後の残留窒素は、2回目以降の潜水計画に全く影響しない。,×,反復潜水では残留窒素が大きな要素となる。,潜水計画基礎,2026-05-19,approved,yes,batch1_reviewed
P2-065,part2,高所潜水,intermediate,高所潜水では、海面と同じ減圧表をそのまま使うと危険な場合がある。,○,大気圧が低いため補正が必要になる。,潜水計画基礎,2026-05-19,approved,yes,batch1_reviewed
P2-066,part2,送気式潜水,intermediate,送気式潜水の送気圧は、その深度圧と同じであれば十分で余裕は不要である。,×,呼吸抵抗や供給安定性を考えた余裕が必要になる。,高気圧作業安全衛生規則解説,2026-05-19,approved,yes,batch1_reviewed
P2-067,part2,送気式潜水,intermediate,送気式潜水では、法令上の最低送気量は定められていない。,×,一定以上の送気量が必要とされる。,高気圧作業安全衛生規則解説,2026-05-19,approved,yes,6:4補正で誤問化
P2-068,part2,呼吸用空気,intermediate,供給空気中のCO2分圧には上限が定められている。,○,二酸化炭素過多は重大な危険となる。,高気圧作業安全衛生規則 第15条等,2026-05-19,approved,yes,batch1_reviewed
P2-069,part2,呼吸用空気,intermediate,供給空気中の一酸化炭素分圧に上限はなく、多少高くても問題ない。,×,一酸化炭素分圧には厳しい上限がある。,高気圧作業安全衛生規則 第15条等,2026-05-19,approved,yes,batch1_reviewed
P2-070,part2,呼吸用空気,intermediate,潜水作業者へ供給する呼吸用空気の品質管理は、減圧症だけでなく中毒防止にも重要である。,○,CO、CO2、油分等の管理が必要である。,高気圧作業安全衛生規則解説,2026-05-19,approved,yes,batch1_reviewed
P2-071,part2,コンプレッサー,advanced,コンプレッサー用オイルは、引火点が低いものほど安全である。,×,不適切なオイルは危険であり、適切な仕様が必要である。,コンプレッサー管理実務,2026-05-19,approved,yes,batch1_reviewed
P2-072,part2,コンプレッサー,advanced,圧縮空気のフィルター類は、使用時間や処理量に応じて交換管理する。,○,清浄空気供給のため定期交換が必要である。,コンプレッサー管理実務,2026-05-19,approved,yes,batch1_reviewed
P2-073,part2,コンプレッサー,advanced,活性炭フィルターは、水分除去だけを行い、臭気や油分には無関係である。,×,活性炭は臭気や油分等の除去にも関与する。,コンプレッサー管理実務,2026-05-19,approved,yes,batch1_reviewed
P2-074,part2,タンク管理,advanced,充填直後のタンクは温度上昇のため、冷却後に圧力が下がることがある。,○,温度変化に伴い圧力は変動する。,潜水計算基礎,2026-05-19,approved,yes,batch1_reviewed
P2-075,part2,反復潜水,advanced,水面休息が短い場合、減圧表上では連続した1回の潜水として扱うことがある。,○,短時間の休息では残留窒素が十分抜けないためである。,潜水計画基礎,2026-05-19,approved,yes,batch1_reviewed
P2-076,part2,反復潜水,advanced,残留窒素時間は、体内残留窒素量を潜水時間に換算した概念である。,○,反復潜水計画で使う基本概念である。,潜水計画基礎,2026-05-19,approved,yes,batch1_reviewed
P2-077,part2,反復潜水,advanced,航空機搭乗前待機は、潜水後に特に考慮する必要がない。,×,潜水後の航空機搭乗には待機時間を設ける必要がある。,潜水安全基準,2026-05-19,approved,yes,batch1_reviewed
P2-078,part2,空気消費,advanced,寒冷環境や重労働では、空気消費や減圧症リスクを安全側に見積もる方がよい。,○,条件が厳しいほど安全率を取る必要がある。,潜水計画基礎,2026-05-19,approved,yes,batch1_reviewed
P2-079,part2,浮力変化,advanced,浮上中はウエットスーツやBCJ内の気体膨張で浮力が増しやすい。,○,浮上速度管理に影響する重要な要素である。,潜水物理の基礎,2026-05-19,approved,yes,batch1_reviewed
P2-080,part2,緊急浮上,advanced,緊急スイミングアセント時は、息を止めて気道を閉じる方が安全である。,×,息止め浮上は危険であり、呼気しながら浮上する。,潜水作業安全,2026-05-19,approved,yes,batch1_reviewed
P2-081,part2,酸素分圧,advanced,空気を使用する場合、深度増加により酸素分圧も上昇する。,○,全圧増加に伴って酸素分圧も増える。,潜水物理の基礎,2026-05-19,approved,yes,batch2_reviewed
P2-082,part2,酸素分圧,advanced,酸素分圧が高くなっても、酸素中毒の危険は深度と無関係である。,×,酸素分圧上昇は中枢神経型酸素中毒の危険を高める。,高気圧作業安全衛生規則解説,2026-05-19,approved,yes,batch2_reviewed
P2-083,part2,不活性ガス,advanced,窒素は脂肪組織に溶け込みやすく、減圧症リスクに関係する。,○,脂肪組織への溶解性は高い。,潜水生理の基礎,2026-05-19,approved,yes,batch2_reviewed
P2-084,part2,不活性ガス,advanced,窒素は脂肪組織に溶けにくく、減圧症にはほとんど関係しない。,×,窒素の組織溶解と気泡化は減圧症の本質である。,潜水生理の基礎,2026-05-19,approved,yes,batch2_reviewed
P2-085,part2,ベイルアウト,advanced,予備空気槽は、最大深度から安全に浮上できるだけの容量が必要である。,○,緊急離脱を想定した容量設計が必要である。,高気圧作業安全衛生規則解説,2026-05-19,approved,yes,batch2_reviewed
P2-086,part2,ベイルアウト,advanced,予備空気槽は、数呼吸分入っていれば十分である。,×,安全浮上に必要な量を見込む必要がある。,高気圧作業安全衛生規則解説,2026-05-19,approved,yes,batch2_reviewed
P2-087,part2,浮上速度,advanced,潜水計画では、最も深いポイントを潜水後半に回すのが原則である。,×,通常は最深部を前半に持ってくる。,潜水計画基礎,2026-05-19,approved,yes,batch2_reviewed
P2-088,part2,潜水計画,advanced,深いポイントを潜水前半に配置するのは、減圧管理上の基本原則の一つである。,○,深いところを先に済ませる方が安全側である。,潜水計画基礎,2026-05-19,approved,yes,batch2_reviewed
P2-089,part2,器材特性,advanced,リフティングバッグは、浮上に伴う空気膨張で急上昇する危険がある。,○,浮上制御を誤ると危険である。,潜水作業安全,2026-05-19,approved,yes,batch2_reviewed
P2-090,part2,器材特性,advanced,フーカー式潜水は、ホース供給式であるため行動範囲が無制限に広がる。,×,ホース長等により行動範囲は制約される。,送気式潜水実務,2026-05-19,approved,yes,batch2_reviewed
P2-091,part2,潜水後管理,advanced,潜水直後の熱い入浴や激しい運動は、気泡化を促進するおそれがある。,○,潜水後は身体負荷や急激な温度変化を避ける方が安全である。,潜水安全基準,2026-05-19,approved,yes,batch2_reviewed
P2-092,part2,潜水後管理,advanced,潜水後は、脱水予防のため飲水を避けるべきである。,×,適切な水分補給は脱水予防の観点から重要である。,潜水安全基準,2026-05-19,approved,yes,batch2_reviewed
P2-093,part2,送気式潜水,advanced,送気式潜水の作業性は高いが、ホース管理や送気設備管理が重要である。,○,送気途絶や絡み防止の管理が必要である。,送気式潜水実務,2026-05-19,approved,yes,batch2_reviewed
P2-094,part2,送気式潜水,advanced,送気ホースの管理は不要で、ホース絡みは安全に影響しない。,×,送気ホースは生命線であり、管理が重要である。,送気式潜水実務,2026-05-19,approved,yes,batch2_reviewed
P2-095,part2,減圧症対応,advanced,減圧症兆候があっても、再度潜って症状を抑える方法が推奨される。,×,いわゆる『ふかし』は推奨されず、適切な医療対応が必要である。,潜水安全基準,2026-05-19,approved,yes,batch2_reviewed
P2-096,part2,減圧症対応,advanced,減圧症が疑われる場合は、速やかな酸素投与や再圧治療の検討が重要である。,○,初期対応と専門治療が重要である。,潜水安全基準,2026-05-19,approved,yes,batch2_reviewed
P2-097,part2,反復グループ,advanced,反復グループ記号は、前回潜水後に体内へ残った窒素量の目安を示す。,○,反復潜水計画で使う残留窒素レベルの指標である。,潜水計画基礎,2026-05-19,approved,yes,batch2_reviewed
P2-098,part2,反復グループ,advanced,反復グループ記号は、海面水温だけを表す記号である。,×,残留窒素レベルを示す記号である。,潜水計画基礎,2026-05-19,approved,yes,batch2_reviewed
P2-099,part2,ガス中毒予防,advanced,一酸化炭素混入防止のため、吸気口位置やエンジン排気方向に注意する必要がある。,○,排ガス混入は重大な危険である。,高気圧作業安全衛生規則解説,2026-05-19,approved,yes,batch2_reviewed
P2-100,part2,ガス中毒予防,advanced,呼吸用空気に一酸化炭素が少量入っていても、水中では影響しにくい。,×,一酸化炭素は少量でも重大な危険をもたらす。,高気圧作業安全衛生規則解説,2026-05-19,approved,yes,batch2_reviewed
